tnse	tsne2
23.729176	-48.90655
23.728722	-48.906578
8.000366	-39.60059
-58.18992	51.911983
-58.44654	52.976597
-49.61347	-51.512154
18.173244	-57.807682
29.38248	36.874733
-39.859264	-46.875954
-40.652847	66.08841
-41.40936	24.443167
-41.272785	24.507732
-40.911556	66.558495
-60.082508	55.405724
-59.98258	55.358353
-28.70962	40.66931
6.231281	10.928897
-45.53567	26.8978
20.62247	-48.744194
-34.746532	63.560005
-65.39562	23.063116
-11.848855	72.44672
-69.69138	23.208508
16.240892	-52.63922
-42.857292	-50.008892
-9.845075	16.120003
-37.40994	-3.9830036
41.373222	-37.445255
-16.844051	40.62764
-16.844051	40.62764
-15.847096	54.569126
-16.956926	35.983017
35.328354	-10.753276
-32.50909	64.9041
-65.19121	63.580185
-71.867805	56.412193
-33.421116	69.85343
-37.250427	68.40604
-37.250427	68.40604
12.025779	32.604923
-40.076633	-51.049553
-45.049892	18.53613
-69.19939	19.395134
-53.140053	60.58016
-39.243847	64.32914
-69.19939	19.395134
-0.20159128	-32.16548
9.074098	8.363289
3.0419176	35.47219
-0.20156953	-32.165215
3.0419176	35.47219
-14.034867	7.9912357
9.074098	8.363289
-25.23273	59.290356
20.386778	-64.938576
-66.85274	53.008472
-66.75157	44.23249
-66.85274	53.008472
-67.02653	52.968536
28.639448	36.35376
30.268223	77.26148
17.612965	14.878266
-66.75157	44.23249
21.026024	-72.39795
-20.867897	-70.803444
-44.36627	58.49235
2.1128793	-1.782101
2.3265593	-1.654553
2.2510536	-1.6916953
67.19101	23.087547
67.19009	23.087189
10.721212	-15.22531
22.923584	0.52339816
-26.502872	69.04306
-63.64817	43.58591
-58.51138	47.385242
-64.764565	23.75921
-58.505047	47.407925
-68.47796	20.563427
23.441038	-61.64321
-63.648293	43.58581
-49.47965	11.8734455
-68.50658	45.224064
1.3211424	-63.73875
10.573525	10.134422
19.567064	-46.750874
-15.649254	-71.54251
19.567064	-46.750874
19.726696	-46.826138
7.030653	-9.227347
7.8229833	-3.7105372
-57.314198	6.30614
46.888985	-38.547127
-40.481228	-61.26858
-40.481228	-61.26858
-45.584076	57.14937
75.38296	-26.528614
-67.136566	20.350416
51.53804	30.236948
-57.85136	51.7238
-28.970873	54.01789
-1.4934679	-23.23884
-62.250465	50.27245
12.113847	-82.316765
17.715782	8.404473
13.186877	-73.87388
3.4944813	-56.490437
-65.69278	61.9526
5.657852	-66.73793
18.923893	-41.370594
30.401512	-63.736668
21.256584	-63.694717
-20.963362	30.048222
19.045767	-65.09153
30.401512	-63.736668
-0.06504322	-47.331425
15.548467	39.54874
-51.182026	20.21459
-51.09055	0.19554865
-51.014496	0.16815978
-2.579539	63.93145
-2.579539	63.93145
-16.703196	35.976875
-22.932112	-68.38012
-30.866566	69.57356
-70.778404	47.1018
-57.139862	26.475838
-39.12474	-66.950806
12.533096	10.797281
-70.778404	47.1018
5.4563766	-67.93585
26.611664	-41.17427
-19.49421	39.07872
26.611876	-41.16984
5.412947	37.637745
21.025383	-55.292915
8.96165	-57.453514
-7.09258	-86.28569
-14.708453	42.307934
0.07603745	-47.238644
12.513062	-2.5362523
-37.4651	-26.187553
-21.305363	23.07451
-25.815464	32.863968
-37.4651	-26.187553
-10.509328	-57.48641
-10.486685	-57.622925
-51.46587	31.485018
14.193814	-54.07421
18.607115	-52.368275
-57.6784	28.46311
-51.354767	31.456472
-51.46587	31.485018
-24.348503	10.929575
20.486036	-62.50701
4.3854876	-76.691414
12.629865	0.14377226
-20.391342	-40.34989
-62.67215	18.846817
-10.182022	-33.56169
-12.705296	6.333796
12.629865	0.14377226
-20.391764	-40.34977
-71.413414	56.597916
-6.132885	-58.140324
31.968672	-63.708572
-41.342026	17.971807
18.729574	-52.16632
-41.342026	17.971807
-29.733725	29.430529
-34.548187	18.342266
23.851286	42.254482
-34.54823	18.342287
-3.2113528	8.951607
-35.77909	-49.875546
-13.892226	-19.906002
-35.159695	-28.89632
-14.925986	-8.376791
-55.587788	60.49689
-4.510438	-60.956604
41.596966	-44.54635
17.71268	-73.20126
-5.2033973	29.76047
10.980259	-48.273853
26.028505	36.15619
10.980259	-48.273853
-5.2033973	29.76047
-70.70289	46.232765
-38.493645	-8.199056
-33.413235	14.641975
-60.92727	58.346355
6.7609086	-63.62939
12.450416	-56.98412
18.029919	-52.341785
2.2661805	-61.315735
-69.01815	20.499176
-33.27081	-64.198746
6.8787265	-66.354095
0.29367474	-47.28438
-61.791084	-1.0728059
-61.791084	-1.0728059
19.883244	-45.738632
-61.791084	-1.0728059
-35.970123	-61.606655
-17.654203	-67.62485
-17.654636	-67.62467
7.969747	-3.8395562
24.903116	42.09416
-2.4436402	-55.657795
8.015475	11.522287
52.83757	35.018547
13.144225	-58.95624
-9.123065	-83.29806
-15.629691	-64.698814
5.4879766	-69.959366
5.487013	-69.95948
-15.629691	-64.698814
3.7935922	52.150036
-61.02454	58.508156
-72.04738	16.988163
-69.446205	18.810099
-68.86216	46.267292
17.370945	-47.227962
-6.2869253	-67.79396
18.85066	-56.84564
-64.61294	64.52394
-62.312874	50.308846
12.061707	-60.438057
19.019297	-68.87918
18.85066	-56.84564
32.268944	-65.47119
-31.437902	26.329222
-73.916	43.83568
25.68654	-58.153236
-70.331924	13.921019
29.26061	-61.45878
-18.667683	-62.97963
17.488493	-44.191628
10.624815	-59.3755
16.418316	-58.457333
-18.667683	-62.97963
17.488493	-44.191628
11.31904	-58.69198
-70.418655	44.972527
-70.418655	44.972527
33.596897	-66.8644
33.596897	-66.8644
21.85228	-57.02421
21.85228	-57.02421
-8.916284	71.652016
6.9927807	-66.342865
-40.529724	-19.052143
-40.51454	-19.090252
5.953392	-8.167679
-66.91776	69.22292
16.965593	16.658344
-66.91776	69.22292
-69.77468	45.058388
-15.078901	-63.43708
-69.77468	45.058388
56.321552	35.866978
-6.260163	-15.719802
56.434784	35.842567
-65.951256	62.725796
-35.635998	24.78733
13.463396	-56.058353
13.463396	-56.058353
26.551922	-54.013927
-28.851807	25.981123
24.770462	41.90978
-7.3021297	-1.7042962
-28.851807	25.981123
-13.101173	-61.946846
-26.917776	29.136269
-13.394675	-62.93044
6.1955447	-72.52292
-71.03065	18.778551
-71.27545	19.08017
26.133451	-62.607834
26.095583	35.3425
25.90933	35.31285
-62.276627	22.604412
4.4125857	-0.21473718
-43.475155	69.88847
-36.019833	42.49016
-52.742535	27.440657
-44.59293	42.39357
-29.126564	30.728128
-28.823383	30.581457
-29.854538	70.04534
-27.766985	68.99013
24.587194	-38.57931
-18.468098	5.9157567
24.656849	33.947723
24.656849	33.947723
50.64042	35.176796
10.567511	-15.530931
6.645991	-67.05908
41.266655	-43.82196
-51.7521	59.17633
-13.006506	9.384586
6.498123	-60.241016
-53.632355	25.851046
-53.611336	26.51094
23.17398	-68.8416
-48.642002	62.0926
-53.632294	25.85101
-53.611034	26.510391
-53.84818	25.033361
-38.475426	-49.298218
-50.490704	-53.304024
-18.596176	68.01281
-36.51126	-0.3410484
-28.44786	19.928406
1.13481	-62.842373
7.4732356	-39.050797
-43.514828	69.80421
6.400901	-38.439304
-1.741987	-53.998734
18.49292	-70.392235
0.15316051	61.92035
14.098512	5.654206
0.1529904	61.920193
14.098536	5.6541467
-11.390075	-49.254696
8.702713	35.312218
22.765371	-60.449047
8.702713	35.312218
24.56526	41.9506
-2.603001	-62.430004
-45.320896	62.78884
-75.12672	18.73877
-45.320576	62.78886
-61.448193	60.09364
4.9450455	-45.64971
18.059832	-51.782463
17.973103	-51.88312
-57.370285	24.834831
-1.3395189	51.12073
-1.340888	51.120613
-30.93711	17.74365
5.660025	49.321907
-60.54819	63.1259
-60.548267	63.125355
-60.54789	63.125175
-24.570204	11.953841
52.46797	34.95529
-12.976033	65.88187
-15.785669	70.08589
-15.841066	-85.028305
-60.54819	63.1259
-60.196484	62.812225
-9.310871	77.101456
-9.310849	77.10121
-29.460022	31.333485
-1.9199227	10.78278
-0.5151844	-55.437195
9.698199	-30.213158
-24.469496	48.97699
-62.145134	19.524174
-62.150986	19.525469
-24.469496	48.97699
-13.840172	4.3354845
24.643623	-38.43325
-36.055157	-52.747208
-37.261723	21.13371
-30.4956	33.544277
-37.26188	21.133627
-1.6776025	-81.0476
-44.01076	18.240458
-61.90835	60.700916
-44.01098	18.240395
-61.90835	60.700916
-57.862896	50.61014
-47.011906	-42.873535
-47.01774	-42.87372
-29.151154	31.09292
-39.433735	72.89634
-39.433735	72.89634
-40.04847	52.99513
18.312927	-73.6198
19.392584	-74.465385
19.392584	-74.465385
1.9626285	-58.65989
24.767294	-57.96638
-65.77157	17.494402
24.195522	32.12793
-1.3331296	57.430286
-1.3332689	57.430153
-55.390034	15.754283
-60.75698	26.246609
-7.519287	8.545503
-50.01133	-52.68616
-50.239647	-52.84184
2.9477656	-63.16514
2.9477656	-63.16514
-31.060095	-62.826084
6.6152706	18.350908
6.6152706	18.350908
23.991657	41.483234
42.10185	-42.34948
64.776535	-7.581835
-49.30038	29.8943
-42.195877	9.615308
-27.695864	68.92231
20.750517	-54.517693
19.285568	-75.202644
-42.195877	9.615308
-9.76548	3.8687236
25.548792	-68.73045
-9.76548	3.8687236
25.548792	-68.73045
-22.8294	26.397852
-29.143635	30.956121
-29.074474	31.199114
-8.525234	78.69634
-8.525234	78.69634
0.9267808	-14.299105
0.9267808	-14.299105
-8.525309	78.69606
-59.274822	15.087943
-10.134117	-55.199818
-56.847553	51.492573
-26.497717	-59.260815
-28.138983	-37.55505
3.2013452	-48.27805
6.747778	-4.70859
6.647346	-4.6717205
-48.37476	-2.1398718
-48.453205	-3.2646022
-28.138971	-37.55501
23.279425	-53.51243
23.279425	-53.51243
8.951306	41.035122
3.8596416	17.358044
11.809473	-68.79869
-50.726982	28.281984
-51.340477	28.499277
53.56956	31.557451
-3.3284278	69.786354
-3.3284278	69.786354
-19.010479	30.564335
13.815339	9.908065
-9.423315	58.972225
-38.111713	-3.5908186
-9.422265	58.97255
-17.335842	41.9999
-45.10545	-53.822937
-38.11043	-3.5909781
13.815339	9.908065
-62.241642	63.82866
-7.7730155	79.5834
-7.773137	79.58354
-7.7729626	79.58326
9.083599	-36.720207
-7.773137	79.58354
0.36987996	-57.060417
-24.763811	66.22759
-28.3525	68.284584
-24.763811	66.22759
-34.563602	64.05586
-15.254473	41.083572
-36.15407	-38.040527
11.23154	-52.6583
4.707699	-34.184654
-61.962097	-1.9008037
-61.962097	-1.9008037
-8.780496	19.83688
16.926601	16.0347
-1.862321	62.920742
-1.8623998	62.92159
-66.97874	49.08499
1.4617968	50.26705
16.926601	16.0347
-1.8624239	62.919655
-39.905373	15.824937
-25.398476	61.118305
16.992628	-50.35553
16.992628	-50.35553
15.771065	3.68975
-63.9279	56.213825
15.771065	3.68975
-63.928253	56.21384
-10.994315	41.241096
-45.72714	23.86084
45.051018	-39.942245
23.364954	-45.61741
-23.162958	20.0917
23.364954	-45.61741
-50.433537	27.591564
-11.736661	35.19215
-50.433517	27.5916
3.846941	-44.40426
3.159666	-43.758
-35.980812	35.832127
12.196453	-30.552393
12.196474	-30.552383
6.2707753	-55.290337
-68.03299	48.68047
-68.18342	48.494583
20.13178	-52.551323
0.18771282	4.3565083
-48.61496	27.146385
-48.15487	27.549114
-48.61579	27.146376
-21.263933	69.875725
-58.576702	78.12496
7.4171867	38.07445
-49.065235	28.22124
-49.517834	27.215557
-49.065235	28.22124
-14.967277	-85.07187
-49.488987	63.002724
-49.488987	63.002724
-38.925743	69.079865
-38.925186	69.08002
-0.7492372	16.449123
17.415047	8.814624
41.43258	-41.13825
-47.941353	69.391884
-47.941353	69.391884
-47.941505	69.39182
-47.941505	69.39182
27.378736	35.443447
27.467175	35.361855
-47.940968	69.392006
-4.789273	58.83005
-48.87478	28.826498
4.8333364	37.59666
1.7429632	-36.239464
-7.032469	70.29913
-13.814369	-57.663868
-7.032469	70.29913
-13.814351	-57.66337
-70.93383	43.758064
26.479994	71.55749
-49.66513	27.14939
-9.412628	30.781746
-9.412628	30.781746
-1.4056745	-40.00267
-12.588972	-54.425354
-47.309174	55.641872
-36.263836	53.334976
-48.446075	-11.656238
-36.975582	34.62363
-36.975582	34.62363
-26.543924	-54.1762
23.481	41.366673
-38.65678	67.0192
5.1762924	-77.04865
-48.76196	68.765236
24.328867	36.400505
8.941138	-7.9196033
-32.807564	64.84704
-41.126232	-51.625553
7.35091	-42.60386
-57.561584	15.229066
-31.260818	33.90242
-64.409195	64.43269
-72.75223	43.80213
-56.25192	59.76607
-50.327007	1.485025
-5.94811	52.61162
6.3671465	-63.633884
-50.91057	28.980751
11.561157	35.68066
1.8993243	-48.099255
11.626096	35.566967
15.669319	-41.002903
-67.67481	61.628212
-57.742554	51.0582
17.150599	38.491245
17.150599	38.491245
-50.709904	30.021708
-48.845444	30.10245
-50.676678	29.741867
-14.19865	38.568924
-14.19865	38.568924
27.353037	35.723343
-10.108712	64.578766
-36.104824	-37.00877
-10.108594	64.578766
-36.147564	-36.95601
-36.093193	-36.968227
6.6023445	35.498695
6.6023445	35.498695
-51.991535	68.37572
-3.9668405	51.420055
-3.9668405	51.420055
13.538447	-16.277555
13.458725	-16.330408
-45.075363	-53.805054
-70.23928	45.655605
-70.46081	45.42217
19.227116	-40.77667
-8.956935	-59.050705
44.083916	14.794769
-0.66410273	-56.368027
-49.580612	29.481256
-11.9789295	56.607857
-42.282234	-1.185822
-37.265724	-58.526752
4.5899186	16.447172
-8.714448	74.27529
-8.714302	74.27441
-8.714448	74.27529
-61.061474	13.239675
-26.50921	39.133617
19.388285	-53.90906
-70.4106	17.424347
-3.1877232	50.141033
-35.896725	-20.284363
-3.1876962	50.141075
5.717928	37.44349
-29.170435	58.05983
15.17051	-36.95579
-14.743545	46.578808
-1.7983785	17.841377
-19.810358	37.682533
21.24432	3.572555
-63.06162	68.58065
21.243433	3.5725377
15.93285	14.934616
-72.149025	44.604477
14.291191	-60.35088
-9.974157	39.531025
14.291191	-60.35088
-42.617462	65.121994
-25.657463	-50.611145
-25.65801	-50.613728
21.069618	-72.46558
-47.397522	2.8310456
-39.9504	-43.031277
-54.811764	51.241413
-63.192055	24.21867
-5.266784	54.63822
-13.2498665	-55.68127
-29.240711	58.474224
11.689395	-48.666992
0.03527336	-39.782127
0.03530211	-39.782078
-52.943615	67.917656
-60.221203	49.8703
-65.22415	22.72217
-28.33689	35.370586
-3.0253758	-17.794914
-9.074276	77.60471
-28.336897	35.370632
-3.0253758	-17.794914
-44.32371	-63.195942
27.25849	74.97697
-43.048595	66.734856
-16.542593	56.145596
-27.849709	41.172153
-16.542593	56.145596
-27.849709	41.172153
-24.45677	56.316933
0.5156611	4.5543227
3.8897164	-3.0377543
-19.335867	-74.24831
-32.999287	32.297638
17.030329	-3.366325
-33.56652	61.80444
-41.845387	30.376299
-47.383823	-4.164337
16.900179	13.376399
-64.30178	16.031748
16.225834	-43.03048
16.225834	-43.03048
-63.076557	19.102499
12.23174	-69.67943
-11.642646	75.74785
-11.642646	75.74785
-11.642548	75.7482
-11.642646	75.74785
-59.175556	72.07122
-59.1757	72.0713
-5.717749	-62.238167
-64.60349	14.31605
-59.1757	72.0713
-27.804346	40.641365
-25.605484	59.141323
-50.082787	24.072268
-20.244331	37.459343
28.653576	-12.59248
2.3357859	41.921413
2.3357859	41.921413
34.541283	-67.17437
-42.613308	31.440157
-8.662716	4.0871835
-45.12491	-53.020233
20.93318	-52.921013
20.93318	-52.921013
-23.252407	-45.3607
29.84253	-58.74062
-1.9655039	56.81
-1.9655039	56.81
-32.899055	32.31566
-32.912426	32.324196
-69.73088	17.007135
-65.643524	15.730636
-28.965288	35.108334
-28.965614	35.108326
-69.73088	17.007135
-65.64355	15.73076
-72.94588	43.351208
-72.945625	43.079678
-2.5948973	-52.101295
20.66046	-62.611717
3.6292043	-64.84089
42.450108	-42.778786
-56.502537	14.9343
-13.291321	20.985502
-12.06619	60.187916
-28.816513	57.212208
-30.088678	32.570206
-12.360287	10.059067
-15.763862	-75.69344
-50.39188	-53.151165
23.565842	41.372223
-30.48236	64.05111
-9.780605	16.315775
-17.408321	-67.659935
-6.2996144	-78.82046
-26.713427	59.178432
-53.70222	-8.646442
2.8616269	9.059022
-23.048819	11.538164
11.883896	-43.552265
-12.37134	-29.956974
-54.81004	57.5269
3.2660973	-38.139637
-56.39585	15.994278
-54.81004	57.5269
-1.0824368	-79.37189
-30.088764	61.396027
-39.264313	-53.306515
-67.68116	18.306952
-46.127483	26.016495
7.556412	33.93494
-36.679558	-60.445328
-17.824553	16.20533
-61.870518	26.377108
22.265074	-74.691185
22.203506	-74.82929
-61.870026	26.377502
2.0600135	14.974268
-63.22125	15.56202
25.22924	-51.879883
8.161477	-53.014065
25.089727	-51.777252
25.22924	-51.879883
-20.554012	-10.520129
8.1616535	-53.01251
10.967812	43.83212
-30.880112	-68.98738
-11.87478	-74.01984
-11.87478	-74.01984
24.16682	-49.795025
-8.399297	-58.724293
17.032879	-3.2110677
-9.856712	43.504284
10.927792	-72.264824
-50.23151	1.7224131
-28.022938	57.166237
-18.311655	-66.876305
25.554554	38.733162
25.554646	38.73352
-9.428725	0.42481917
29.629011	-64.06098
-4.052552	-1.6146455
-63.72342	20.116785
-72.65097	10.9132805
-72.65097	10.9132805
-72.65097	10.9132805
-74.38364	45.809696
-74.38364	45.809696
-25.165956	-27.83581
-21.093756	29.150774
-7.287273	-25.572712
-63.72251	20.125402
-11.881828	-19.662186
11.711243	-8.988507
-72.65022	10.913353
9.929771	-46.58174
1.5093769	-46.12929
-62.95786	54.42037
-0.1991247	-51.845238
34.74955	-67.09233
-0.19915909	-51.845245
6.9858093	6.7535543
-55.87896	9.428844
23.807886	-55.383232
-41.87257	67.699814
-17.581385	-74.69956
-17.586266	-74.716324
-12.68143	79.70275
-12.68143	79.70275
-45.31869	33.19364
-7.183791	-85.213036
